prot_id	location	type	transcript_length	cds_length	pseudogene	description	go	comments	Is_Reversed	chromosome	line_location	mol_weight	iso_point
Tb927_09_v4.snoRNA.0071	1,683,965 - 1,684,201 (-)	snoRNA encoding	237	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1683965-1684201	null	null
Tb927_09_v4.snoRNA.0072	1,685,705 - 1,685,980 (-)	snoRNA encoding	276	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1685705-1685980	null	null
Tb927_09_v4.snoRNA.0073	1,673,782 - 1,673,808 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1673782-1673808	null	null
Tb927_09_v4.snoRNA.0074	1,675,519 - 1,675,545 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1675519-1675545	null	null
Tb927_09_v4.snoRNA.0075	1,677,271 - 1,677,297 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677271-1677297	null	null
Tb927_09_v4.snoRNA.0076	1,679,013 - 1,679,039 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1679013-1679039	null	null
Tb927_09_v4.snoRNA.0077	1,680,763 - 1,680,789 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1680763-1680789	null	null
Tb927_09_v4.snoRNA.0078	1,682,499 - 1,682,525 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1682499-1682525	null	null
Tb927_09_v4.snoRNA.0079	1,684,347 - 1,684,355 (-)	snoRNA encoding	9	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1684347-1684355	null	null
Tb927_09_v4.snoRNA.0080	1,686,083 - 1,686,091 (-)	snoRNA encoding	9	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1686083-1686091	null	null
Tb927_09_v4.snoRNA.0081	1,673,262 - 1,673,294 (-)	snoRNA encoding	33	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1673262-1673294	null	null
Tb927_09_v4.snoRNA.0082	1,675,002 - 1,675,034 (-)	snoRNA encoding	33	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1675002-1675034	null	null
Tb927_09_v4.snoRNA.0083	1,676,751 - 1,676,783 (-)	snoRNA encoding	33	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1676751-1676783	null	null
Tb927_09_v4.snoRNA.0084	1,678,497 - 1,678,529 (-)	snoRNA encoding	33	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1678497-1678529	null	null
Tb927_09_v4.snoRNA.0085	1,680,243 - 1,680,275 (-)	snoRNA encoding	33	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1680243-1680275	null	null
Tb927_09_v4.snoRNA.0086	1,681,983 - 1,682,015 (-)	snoRNA encoding	33	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1681983-1682015	null	null
Tb927_09_v4.snoRNA.0087	1,683,806 - 1,683,841 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1683806-1683841	null	null
Tb927_09_v4.snoRNA.0088	1,685,546 - 1,685,581 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1685546-1685581	null	null
Tb927_09_v4.snoRNA.0089	1,967,187 - 1,967,318 (+)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1967187-1967318	null	null
Tb927_09_v4.snoRNA.0090	1,974,341 - 1,974,472 (+)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1974341-1974472	null	null
Tb927_09_v4.snoRNA.0091	1,970,763 - 1,970,894 (+)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1970763-1970894	null	null
Tb927_09_v4.snoRNA.0092	1,977,916 - 1,978,047 (+)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1977916-1978047	null	null
Tb927_09_v4.snoRNA.0093	1,981,495 - 1,981,626 (+)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1981495-1981626	null	null
Tb927_09_v4.snoRNA.0094	1,985,075 - 1,985,206 (+)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1985075-1985206	null	null
Tb927_09_v4.snoRNA.0095	1,970,479 - 1,970,481 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1970479-1970481	null	null
Tb927_09_v4.snoRNA.0096	1,974,057 - 1,974,059 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1974057-1974059	null	null
Tb927_09_v4.snoRNA.0097	1,977,632 - 1,977,634 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1977632-1977634	null	null
Tb927_09_v4.snoRNA.0098	1,981,211 - 1,981,213 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1981211-1981213	null	null
Tb927_09_v4.snoRNA.0099	1,984,791 - 1,984,793 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1984791-1984793	null	null
Tb927_09_v4.snoRNA.0100	1,674,833 - 1,674,859 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1674833-1674859	null	null
Tb927_09_v4.snoRNA.0101	1,676,580 - 1,676,606 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1676580-1676606	null	null
Tb927_09_v4.snoRNA.0102	1,678,324 - 1,678,416 (-)	snoRNA encoding	93	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1678324-1678416	null	null
Tb927_09_v4.snoRNA.0103	1,680,074 - 1,680,100 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1680074-1680100	null	null
Tb927_09_v4.snoRNA.0104	1,681,814 - 1,681,840 (-)	snoRNA encoding	27	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1681814-1681840	null	null
Tb927_09_v4.snoRNA.0105	1,683,562 - 1,683,654 (-)	snoRNA encoding	93	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1683562-1683654	null	null
Tb927_09_v4.snoRNA.0106	1,685,316 - 1,685,393 (-)	snoRNA encoding	78	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1685316-1685393	null	null
Tb927_09_v4.snoRNA.0107	666,978 - 667,043 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:666978-667043	null	null
Tb927_09_v4.snoRNA.0108	1,676,028 - 1,676,312 (-)	snoRNA encoding	285	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1676028-1676312	null	null
Tb927_09_v4.snoRNA.0109	1,677,780 - 1,678,064 (-)	snoRNA encoding	285	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677780-1678064	null	null
Tb927_09_v4.snoRNA.0110	1,679,522 - 1,679,806 (-)	snoRNA encoding	285	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1679522-1679806	null	null
Tb927_09_v4.snoRNA.0111	1,681,272 - 1,681,556 (-)	snoRNA encoding	285	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1681272-1681556	null	null
Tb927_09_v4.snoRNA.0112	1,683,008 - 1,683,292 (-)	snoRNA encoding	285	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1683008-1683292	null	null
Tb927_09_v4.snoRNA.0113	1,685,087 - 1,685,272 (-)	snoRNA encoding	186	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1685087-1685272	null	null
Tb927_09_v4.snoRNA.0114	1,674,291 - 1,674,575 (-)	snoRNA encoding	285	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1674291-1674575	null	null
Tb927_09_v4.snoRNA.0115	1,967,517 - 1,967,579 (+)	snoRNA encoding	63	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1967517-1967579	null	null
Tb927_09_v4.snoRNA.0116	1,974,671 - 1,974,733 (+)	snoRNA encoding	63	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1974671-1974733	null	null
Tb927_09_v4.snoRNA.0117	1,978,246 - 1,978,308 (+)	snoRNA encoding	63	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1978246-1978308	null	null
Tb927_09_v4.snoRNA.0118	1,981,825 - 1,981,887 (+)	snoRNA encoding	63	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1981825-1981887	null	null
Tb927_09_v4.snoRNA.0119	1,985,405 - 1,985,467 (+)	snoRNA encoding	63	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1985405-1985467	null	null
Tb927_09_v4.snoRNA.0120	1,971,093 - 1,971,317 (+)	snoRNA encoding	225	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1971093-1971317	null	null
Tb927_10_v4.snoRNA.0001:snoRNA	3,268,650 - 3,268,716 (-)	snoRNA encoding	67	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3268650-3268716	null	null
Tb927_10_v4.snoRNA.0002:snoRNA	3,274,558 - 3,274,624 (-)	snoRNA encoding	67	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3274558-3274624	null	null
Tb927_10_v4.snoRNA.0003:snoRNA	3,344,890 - 3,344,956 (-)	snoRNA encoding	67	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3344890-3344956	null	null
Tb927_10_v4.snoRNA.0004:snoRNA	3,398,708 - 3,398,774 (-)	snoRNA encoding	67	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3398708-3398774	null	null
Tb927_10_v4.snoRNA.0005:snoRNA	3,882,260 - 3,882,358 (+)	snoRNA encoding	99	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3882260-3882358	null	null
Tb927_10_v4.snoRNA.0006:snoRNA	3,883,468 - 3,883,566 (+)	snoRNA encoding	99	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883468-3883566	null	null
Tb927_10_v4.snoRNA.0007:snoRNA	3,884,676 - 3,884,774 (+)	snoRNA encoding	99	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3884676-3884774	null	null
Tb927_10_v4.snoRNA.0008:snoRNA	3,885,884 - 3,885,982 (+)	snoRNA encoding	99	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3885884-3885982	null	null
Tb927_10_v4.snoRNA.0009:snoRNA	3,274,312 - 3,274,397 (-)	snoRNA encoding	86	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3274312-3274397	null	null
Tb927_10_v4.snoRNA.0010:snoRNA	3,398,462 - 3,398,547 (-)	snoRNA encoding	86	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3398462-3398547	null	null
Tb927_10_v4.snoRNA.0011:snoRNA	3,882,683 - 3,882,783 (+)	snoRNA encoding	101	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3882683-3882783	null	null
Tb927_10_v4.snoRNA.0012:snoRNA	3,883,891 - 3,883,991 (+)	snoRNA encoding	101	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883891-3883991	null	null
Tb927_10_v4.snoRNA.0013:snoRNA	3,885,099 - 3,885,199 (+)	snoRNA encoding	101	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3885099-3885199	null	null
Tb927_10_v4.snoRNA.0014:snoRNA	3,886,307 - 3,886,407 (+)	snoRNA encoding	101	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3886307-3886407	null	null
Tb927_10_v4.snoRNA.0015:snoRNA	3,269,036 - 3,269,115 (-)	snoRNA encoding	80	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3269036-3269115	null	null
Tb927_10_v4.snoRNA.0016:snoRNA	3,274,944 - 3,275,023 (-)	snoRNA encoding	80	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3274944-3275023	null	null
Tb927_10_v4.snoRNA.0017:snoRNA	3,345,276 - 3,345,355 (-)	snoRNA encoding	80	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3345276-3345355	null	null
Tb927_10_v4.snoRNA.0018:snoRNA	3,399,094 - 3,399,173 (-)	snoRNA encoding	80	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3399094-3399173	null	null
Tb927_10_v4.snoRNA.0019:snoRNA	3,345,452 - 3,345,538 (-)	snoRNA encoding	87	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3345452-3345538	null	null
Tb927_10_v4.snoRNA.0020:snoRNA	3,269,212 - 3,269,298 (-)	snoRNA encoding	87	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3269212-3269298	null	null
Tb927_10_v4.snoRNA.0021:snoRNA	3,275,120 - 3,275,206 (-)	snoRNA encoding	87	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3275120-3275206	null	null
Tb927_10_v4.snoRNA.0022:snoRNA	2,784,861 - 2,784,930 (+)	snoRNA encoding	70	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2784861-2784930	null	null
Tb927_10_v4.snoRNA.0023:snoRNA	2,785,336 - 2,785,405 (+)	snoRNA encoding	70	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785336-2785405	null	null
Tb927_10_v4.snoRNA.0024:snoRNA	2,785,811 - 2,785,880 (+)	snoRNA encoding	70	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785811-2785880	null	null
Tb927_10_v4.snoRNA.0025:snoRNA	2,784,599 - 2,784,694 (+)	snoRNA encoding	96	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2784599-2784694	null	null
Tb927_10_v4.snoRNA.0026:snoRNA	2,785,549 - 2,785,644 (+)	snoRNA encoding	96	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785549-2785644	null	null
Tb927_10_v4.snoRNA.0027:snoRNA	2,785,074 - 2,785,169 (+)	snoRNA encoding	96	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785074-2785169	null	null
Tb927_10_v4.snoRNA.0028:snoRNA	1,751,645 - 1,751,713 (+)	snoRNA encoding	69	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1751645-1751713	null	null
Tb927_10_v4.snoRNA.0029:snoRNA	1,759,917 - 1,759,985 (+)	snoRNA encoding	69	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1759917-1759985	null	null
Tb927_10_v4.snoRNA.0030:snoRNA	1,750,182 - 1,750,250 (+)	snoRNA encoding	69	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1750182-1750250	null	null
Tb927_10_v4.snoRNA.0031:snoRNA	3,275,428 - 3,275,504 (-)	snoRNA encoding	77	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3275428-3275504	null	null
Tb927_10_v4.snoRNA.0032:snoRNA	3,882,604 - 3,882,667 (+)	snoRNA encoding	64	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3882604-3882667	null	null
Tb927_10_v4.snoRNA.0033:snoRNA	3,883,812 - 3,883,875 (+)	snoRNA encoding	64	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883812-3883875	null	null
Tb927_10_v4.snoRNA.0034:snoRNA	3,885,020 - 3,885,083 (+)	snoRNA encoding	64	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3885020-3885083	null	null
Tb927_10_v4.snoRNA.0035:snoRNA	3,886,228 - 3,886,291 (+)	snoRNA encoding	64	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3886228-3886291	null	null
Tb927_10_v4.snoRNA.0036:snoRNA	2,784,498 - 2,784,565 (+)	snoRNA encoding	68	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2784498-2784565	null	null
Tb927_10_v4.snoRNA.0037:snoRNA	2,785,926 - 2,785,990 (+)	snoRNA encoding	65	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785926-2785990	null	null
Tb927_10_v4.snoRNA.0038:snoRNA	2,784,976 - 2,785,040 (+)	snoRNA encoding	65	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2784976-2785040	null	null
Tb927_10_v4.snoRNA.0039:snoRNA	2,785,451 - 2,785,515 (+)	snoRNA encoding	65	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785451-2785515	null	null
Tb927_10_v4.snoRNA.0040:snoRNA	3,275,540 - 3,275,617 (-)	snoRNA encoding	78	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3275540-3275617	null	null
Tb927_10_v4.snoRNA.0041:snoRNA	3,274,788 - 3,274,856 (-)	snoRNA encoding	69	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3274788-3274856	null	null
Tb927_10_v4.snoRNA.0042:snoRNA	3,398,938 - 3,399,006 (-)	snoRNA encoding	69	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3398938-3399006	null	null
Tb927_10_v4.snoRNA.0043:snoRNA	3,268,880 - 3,268,948 (-)	snoRNA encoding	69	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3268880-3268948	null	null
Tb927_10_v4.snoRNA.0044:snoRNA	3,345,120 - 3,345,188 (-)	snoRNA encoding	69	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3345120-3345188	null	null
Tb927_10_v4.snoRNA.0045:snoRNA	1,750,050 - 1,750,126 (+)	snoRNA encoding	77	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1750050-1750126	null	null
Tb927_10_v4.snoRNA.0046:snoRNA	1,751,513 - 1,751,589 (+)	snoRNA encoding	77	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1751513-1751589	null	null
Tb927_10_v4.snoRNA.0047:snoRNA	1,759,785 - 1,759,861 (+)	snoRNA encoding	77	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1759785-1759861	null	null
Tb927_10_v4.snoRNA.0048:snoRNA	1,761,248 - 1,761,324 (+)	snoRNA encoding	77	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1761248-1761324	null	null
Tb927_10_v4.snoRNA.0049:snoRNA	2,784,778 - 2,784,843 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2784778-2784843	null	null
Tb927_10_v4.snoRNA.0050:snoRNA	2,785,253 - 2,785,318 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785253-2785318	null	null
Tb927_10_v4.snoRNA.0051:snoRNA	2,785,728 - 2,785,793 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:2785728-2785793	null	null
Tb927_10_v4.snoRNA.0052:snoRNA	1,751,200 - 1,751,297 (+)	snoRNA encoding	98	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1751200-1751297	null	null
Tb927_10_v4.snoRNA.0053:snoRNA	1,760,935 - 1,761,032 (+)	snoRNA encoding	98	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1760935-1761032	null	null
Tb927_10_v4.snoRNA.0054:snoRNA	1,750,411 - 1,750,483 (+)	snoRNA encoding	73	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1750411-1750483	null	null
Tb927_10_v4.snoRNA.0055:snoRNA	1,760,146 - 1,760,218 (+)	snoRNA encoding	73	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1760146-1760218	null	null
Tb927_10_v4.snoRNA.0056:snoRNA	1,751,874 - 1,751,946 (+)	snoRNA encoding	73	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1751874-1751946	null	null
Tb927_10_v4.snoRNA.0057:snoRNA	1,750,270 - 1,750,364 (+)	snoRNA encoding	95	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1750270-1750364	null	null
Tb927_10_v4.snoRNA.0058:snoRNA	1,751,733 - 1,751,827 (+)	snoRNA encoding	95	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1751733-1751827	null	null
Tb927_10_v4.snoRNA.0059:snoRNA	1,760,005 - 1,760,099 (+)	snoRNA encoding	95	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1760005-1760099	null	null
Tb927_10_v4.snoRNA.0060:snoRNA	3,268,770 - 3,268,865 (-)	snoRNA encoding	96	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3268770-3268865	null	null
Tb927_10_v4.snoRNA.0061:snoRNA	3,274,678 - 3,274,773 (-)	snoRNA encoding	96	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3274678-3274773	null	null
Tb927_10_v4.snoRNA.0062:snoRNA	3,345,010 - 3,345,105 (-)	snoRNA encoding	96	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3345010-3345105	null	null
Tb927_10_v4.snoRNA.0063:snoRNA	3,398,828 - 3,398,923 (-)	snoRNA encoding	96	null	0	unspecified product			1	Tb927_10_v5.1	Tb927_10_v5.1:3398828-3398923	null	null
Tb927_10_v4.snoRNA.0064:snoRNA	3,884,400 - 3,884,481 (+)	snoRNA encoding	82	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3884400-3884481	null	null
Tb927_10_v4.snoRNA.0065:snoRNA	3,881,984 - 3,882,065 (+)	snoRNA encoding	82	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3881984-3882065	null	null
Tb927_10_v4.snoRNA.0066:snoRNA	3,883,192 - 3,883,273 (+)	snoRNA encoding	82	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883192-3883273	null	null
Tb927_10_v4.snoRNA.0067:snoRNA	3,885,608 - 3,885,689 (+)	snoRNA encoding	82	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3885608-3885689	null	null
Tb927_10_v4.snoRNA.0068:snoRNA	3,882,478 - 3,882,588 (+)	snoRNA encoding	111	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3882478-3882588	null	null
Tb927_10_v4.snoRNA.0069:snoRNA	3,883,686 - 3,883,796 (+)	snoRNA encoding	111	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883686-3883796	null	null
Tb927_10_v4.snoRNA.0070:snoRNA	3,884,894 - 3,885,004 (+)	snoRNA encoding	111	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3884894-3885004	null	null
Tb927_10_v4.snoRNA.0071:snoRNA	3,886,102 - 3,886,212 (+)	snoRNA encoding	111	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3886102-3886212	null	null
Tb927_10_v4.snoRNA.0072:snoRNA	1,751,404 - 1,751,470 (+)	snoRNA encoding	67	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1751404-1751470	null	null
Tb927_10_v4.snoRNA.0073:snoRNA	1,761,139 - 1,761,205 (+)	snoRNA encoding	67	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1761139-1761205	null	null
Tb927_10_v4.snoRNA.0074:snoRNA	3,881,842 - 3,881,946 (+)	snoRNA encoding	105	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3881842-3881946	null	null
Tb927_10_v4.snoRNA.0075:snoRNA	3,883,050 - 3,883,154 (+)	snoRNA encoding	105	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883050-3883154	null	null
Tb927_10_v4.snoRNA.0076:snoRNA	3,884,258 - 3,884,362 (+)	snoRNA encoding	105	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3884258-3884362	null	null
Tb927_10_v4.snoRNA.0077:snoRNA	3,885,466 - 3,885,570 (+)	snoRNA encoding	105	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3885466-3885570	null	null
Tb927_10_v4.snoRNA.0078:snoRNA	3,884,812 - 3,884,877 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3884812-3884877	null	null
Tb927_10_v4.snoRNA.0079:snoRNA	3,882,396 - 3,882,461 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3882396-3882461	null	null
Tb927_10_v4.snoRNA.0080:snoRNA	3,883,604 - 3,883,669 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3883604-3883669	null	null
Tb927_10_v4.snoRNA.0081:snoRNA	3,886,020 - 3,886,085 (+)	snoRNA encoding	66	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:3886020-3886085	null	null
Tb927_10_v5.snoRNA.0100	1,679,176 - 1,679,249 (+)	snoRNA encoding	74	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1679176-1679249	null	null
Tb927_10_v5.snoRNA.0101	1,679,292 - 1,679,377 (+)	snoRNA encoding	86	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1679292-1679377	null	null
Tb927_10_v5.snoRNA.0102	1,679,505 - 1,679,591 (+)	snoRNA encoding	87	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1679505-1679591	null	null
Tb927_10_v5.snoRNA.0103	1,679,610 - 1,679,678 (+)	snoRNA encoding	69	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1679610-1679678	null	null
Tb927_10_v5.snoRNA.0104	1,681,188 - 1,681,261 (+)	snoRNA encoding	74	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1681188-1681261	null	null
Tb927_10_v5.snoRNA.0105	1,681,304 - 1,681,389 (+)	snoRNA encoding	86	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1681304-1681389	null	null
Tb927_10_v5.snoRNA.0106	1,681,516 - 1,681,602 (+)	snoRNA encoding	87	null	0	unspecified product			0	Tb927_10_v5.1	Tb927_10_v5.1:1681516-1681602	null	null
