Gene ID	Product Description	Gene Type	Input ID	# TM Domains	EC numbers	EC numbers from OrthoMCL	
Tb927.6.5150	hypothetical protein, conserved	protein coding gene	Tb927.6.5150	0	N/A	N/A	
Tb927.6.5160	retrotransposon hot spot protein 3 (RHS3), point mutation	pseudogene	Tb927.6.5160	0	N/A	N/A	
Tb927.6.5170	retrotransposon hot spot protein 4 (RHS4), interrupted	pseudogene	Tb927.6.5170	0	N/A	N/A	
Tb927.6.5180	retrotransposon hot spot protein 4 (RHS4), interrupted	pseudogene	Tb927.6.5180	0	N/A	N/A	
Tb927.6.5190	DNA-directed RNA polymerase III, pseudogene, putative	pseudogene	Tb927.6.5190	0	N/A	N/A	
Tb927.6.520	EP3-2 procyclin	protein coding gene	Tb927.6.520	1	N/A	N/A	
Tb927.6.5200	hypothetical protein, conserved	protein coding gene	Tb927.6.5200	0	N/A	N/A	
Tb927.6.5210	variant surface glycoprotein, frameshift	pseudogene	Tb927.6.5210	0	N/A	N/A	
Tb927.6.5220	variant surface glycoprotein, fragment, degenerate	pseudogene	Tb927.6.5220	0	N/A	N/A	
Tb927.6.5230	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5230	0	N/A	N/A	
Tb927.6.5240	variant surface glycoprotein (VSG, atypical), putative	protein coding gene	Tb927.6.5240	0	N/A	N/A	
Tb927.6.5250	variant surface glycoprotein, fragment	pseudogene	Tb927.6.5250	0	N/A	N/A	
Tb927.6.5260	variant surface glycoprotein (VSG), putative	protein coding gene	Tb927.6.5260	0	N/A	N/A	
Tb927.6.5270	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5270	0	N/A	N/A	
Tb927.6.5280	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5280	0	N/A	N/A	
Tb927.6.5290	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5290	0	N/A	N/A	
Tb927.6.530	procyclin associated gene 3 (PAG3) protein	protein coding gene	Tb927.6.530	1	N/A	N/A	
Tb927.6.5300	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5300	0	N/A	N/A	
Tb927.6.5310	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	pseudogene	Tb927.6.5310	0	N/A	N/A	
Tb927.6.5320	variant surface glycoprotein, frameshift	pseudogene	Tb927.6.5320	0	N/A	N/A	
Tb927.6.5330	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5330	0	N/A	N/A	
Tb927.6.5350	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5350	0	N/A	N/A	
Tb927.6.5360	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5360	0	N/A	N/A	
Tb927.6.5370	variant surface glycoprotein (VSG), putative	protein coding gene	Tb927.6.5370	0	N/A	N/A	
Tb927.6.5380	variant surface glycoprotein, truncated	pseudogene	Tb927.6.5380	0	N/A	N/A	
Tb927.6.5390	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5390	0	N/A	N/A	
Tb927.6.540	gene related to expression site-associated gene 2 (GRESAG2), putative	protein coding gene	Tb927.6.540	0	N/A	N/A	
Tb927.6.5400	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5400	0	N/A	N/A	
Tb927.6.5410	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5410	0	N/A	N/A	
Tb927.6.5420	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5420	0	N/A	N/A	
Tb927.6.5430	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5430	0	N/A	N/A	
Tb927.6.5440	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5440	0	N/A	N/A	
Tb927.6.5450	variant surface glycoprotein (VSG, atypical), putative	protein coding gene	Tb927.6.5450	0	N/A	N/A	
Tb927.6.5460	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5460	0	N/A	N/A	
Tb927.6.5470	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5470	0	N/A	N/A	
Tb927.6.5480	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5480	0	N/A	N/A	
Tb927.6.5490	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5490	N/A	N/A	N/A	
Tb927.6.550	hypothetical protein	protein coding gene	Tb927.6.550	0	N/A	N/A	
Tb927.6.5500	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5500	0	N/A	N/A	
Tb927.6.5510	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5510	0	N/A	N/A	
Tb927.6.5520	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5520	0	N/A	N/A	
Tb927.6.5530	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5530	0	N/A	N/A	
Tb927.6.5540	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5540	0	N/A	N/A	
Tb927.6.5550	variant surface glycoprotein (VSG, atypical), putative	protein coding gene	Tb927.6.5550	0	N/A	N/A	
Tb927.6.5560	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5560	0	N/A	N/A	
Tb927.6.5570	variant surface glycoprotein, fragment, degenerate	pseudogene	Tb927.6.5570	0	N/A	N/A	
Tb927.6.5580	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5580	0	N/A	N/A	
Tb927.6.5590	variant surface glycoprotein, frameshift	pseudogene	Tb927.6.5590	0	N/A	N/A	
Tb927.6.560	cysteine peptidase C (CPC)	protein coding gene	Tb927.6.560	0	3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)	3.4.22.1 (Cathepsin B);3.4.22.2 (Papain);3.4.22.27 (Cathepsin S)	
Tb927.6.5600	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5600	0	N/A	N/A	
Tb927.6.5610	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5610	0	N/A	N/A	
Tb927.6.5620	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5620	0	N/A	N/A	
Tb927.6.5630	variant surface glycoprotein, frameshift	pseudogene	Tb927.6.5630	0	N/A	N/A	
Tb927.6.5640	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5640	0	N/A	N/A	
Tb927.6.5650	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5650	0	N/A	N/A	
Tb927.6.5660	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5660	0	N/A	N/A	
Tb927.6.5670	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5670	0	N/A	N/A	
Tb927.6.5680	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5680	0	N/A	N/A	
Tb927.6.5690	variant surface glycoprotein, fragment	pseudogene	Tb927.6.5690	0	N/A	N/A	
Tb927.6.570	conserved protein	protein coding gene	Tb927.6.570	0	N/A	N/A	
Tb927.6.5700	variant surface glycoprotein, fragment, degenerate	pseudogene	Tb927.6.5700	0	N/A	N/A	
Tb927.6.5710	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5710	0	N/A	N/A	
Tb927.6.5720	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5720	0	N/A	N/A	
Tb927.6.5730	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5730	0	N/A	N/A	
Tb927.6.5740	variant surface glycoprotein (VSG, atypical), putative	protein coding gene	Tb927.6.5740	0	N/A	N/A	
Tb927.6.5750	variant surface glycoprotein, fragment	pseudogene	Tb927.6.5750	0	N/A	N/A	
Tb927.6.5760	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5760	0	N/A	N/A	
Tb927.6.5770	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.6.5770	0	N/A	N/A	
Tb927.6.5780	variant surface glycoprotein, point mutation	pseudogene	Tb927.6.5780	0	N/A	N/A	
Tb927.6.5790	variant surface glycoprotein, frameshift	pseudogene	Tb927.6.5790	0	N/A	N/A	
Tb927.6.580	hypothetical protein, conserved	protein coding gene	Tb927.6.580	0	N/A	N/A	
Tb927.6.5800	variant surface glycoprotein, fragment	pseudogene	Tb927.6.5800	0	N/A	N/A	
Tb927.6.5810	transposase of Tn10	protein coding gene	Tb927.6.5810	0	N/A	N/A	
Tb927.6.5820	variant surface glycoprotein, fragment	pseudogene	Tb927.6.5820	0	N/A	N/A	
Tb927.6.5830	variant surface glycoprotein, degenerate	pseudogene	Tb927.6.5830	0	N/A	N/A	
Tb927.6.590	hypothetical protein, conserved	protein coding gene	Tb927.6.590	0	N/A	N/A	
Tb927.6.600	CCR4-associated factor 1	protein coding gene	Tb927.6.600	0	3.1.13.4 (Poly(A)-specific ribonuclease)	3.1.13.4 (Poly(A)-specific ribonuclease)	
Tb927.6.610	kinetoplast ribosomal PPR-repeat containing protein 18	protein coding gene	Tb927.6.610	0	N/A	N/A	
Tb927.6.620	hypothetical protein, conserved	protein coding gene	Tb927.6.620	0	N/A	N/A	
Tb927.6.630	hypothetical protein, conserved	protein coding gene	Tb927.6.630	0	N/A	N/A	
Tb927.6.640	ApaH-like phosphatase ALPH1	protein coding gene	Tb927.6.640	0	N/A	N/A	
Tb927.6.650	hypothetical protein, conserved	protein coding gene	Tb927.6.650	1	N/A	N/A	
Tb927.6.660	hypothetical protein, conserved	protein coding gene	Tb927.6.660	0	N/A	N/A	
Tb927.6.670	exosome complex component RRP45	protein coding gene	Tb927.6.670	0	3.1.13.- (Exoribonucleases producing 5'-phosphomonoesters.)	2.7.7.56 (tRNA nucleotidyltransferase);3.1.13.- (Exoribonucleases producing 5'-phosphomonoesters.);3.1.13.1 (Exoribonuclease II)	
Tb927.6.680	hypothetical protein, conserved	protein coding gene	Tb927.6.680	0	N/A	N/A	
Tb927.6.690	hypothetical protein, conserved	protein coding gene	Tb927.6.690	0	N/A	N/A	
Tb927.6.700	alanyl-tRNA synthetase, putative	protein coding gene	Tb927.6.700	0	6.1.1.7 (Alanine--tRNA ligase)	6.1.1.7 (Alanine--tRNA ligase)	
Tb927.6.710	dephospho-CoA kinase, putative	protein coding gene	Tb927.6.710	1	2.7.1.24 (Dephospho-CoA kinase)	2.7.1.24 (Dephospho-CoA kinase)	
Tb927.6.720	40S ribosomal protein L14, putative	protein coding gene	Tb927.6.720	0	N/A	N/A	
Tb927.6.730	hypothetical protein, conserved	protein coding gene	Tb927.6.730	0	N/A	N/A	
Tb927.6.740	ATP-dependent DEAH-box RNA helicase, putative	protein coding gene	Tb927.6.740	0	N/A	3.6.4.13 (RNA helicase)	
Tb927.6.750	kinetoplastid-specific phospho-protein phosphatase, putative	protein coding gene	Tb927.6.750	0	N/A	3.1.-.- (Acting on ester bonds.)	
Tb927.6.760	receptor-type adenylate cyclase GRESAG 4, putative	protein coding gene	Tb927.6.760	1	4.6.1.1 (Adenylate cyclase)	4.6.1.1 (Adenylate cyclase)	
Tb927.6.770	receptor-type adenylate cyclase GRESAG 4, putative	protein coding gene	Tb927.6.770	1	4.6.1.1 (Adenylate cyclase)	4.6.1.1 (Adenylate cyclase)	
Tb927.6.780	receptor-type adenylate cyclase GRESAG 4, putative	protein coding gene	Tb927.6.780	1	4.6.1.1 (Adenylate cyclase)	4.6.1.1 (Adenylate cyclase)	
Tb927.6.790	receptor-type adenylate cyclase GRESAG 4, putative	protein coding gene	Tb927.6.790	1	4.6.1.1 (Adenylate cyclase)	4.6.1.1 (Adenylate cyclase)	
Tb927.6.800	receptor-type adenylate cyclase GRESAG 4, putative	protein coding gene	Tb927.6.800	2	4.6.1.1 (Adenylate cyclase)	4.6.1.1 (Adenylate cyclase)	
Tb927.6.810	hypothetical protein	protein coding gene	Tb927.6.810	0	N/A	N/A	
Tb927.6.820	Pumilio homology domain family member 4	protein coding gene	Tb927.6.820	0	N/A	N/A	
Tb927.6.830	hypothetical protein, conserved	protein coding gene	Tb927.6.830	2	N/A	N/A	
Tb927.6.840	Flagellum attachment zone protein 29	protein coding gene	Tb927.6.840	0	N/A	N/A	
Tb927.6.850	ccr4-not transcription complex subunit 2	protein coding gene	Tb927.6.850	0	N/A	N/A	
Tb927.6.860	hypothetical protein	protein coding gene	Tb927.6.860	0	N/A	N/A	
Tb927.6.870	myotubularin, putative	protein coding gene	Tb927.6.870	0	3.1.3.48 (Protein-tyrosine-phosphatase)	3.1.3.48 (Protein-tyrosine-phosphatase)	
Tb927.6.880	conserved protein	protein coding gene	Tb927.6.880	1	N/A	N/A	
Tb927.6.890	hypothetical protein, conserved	protein coding gene	Tb927.6.890	0	N/A	N/A	
Tb927.6.900	Substrate of Polo-like kinase in the basal body 1	protein coding gene	Tb927.6.900	0	N/A	N/A	
Tb927.6.910	SET domain containing protein, putative	protein coding gene	Tb927.6.910	0	N/A	N/A	
Tb927.6.920	helicase, putative	protein coding gene	Tb927.6.920	0	N/A	N/A	
Tb927.6.930	metacaspase MCA3	protein coding gene	Tb927.6.930	0	N/A	3.4.22.- (Cysteine endopeptidases.)	
Tb927.6.940	metacaspase MCA2	protein coding gene	Tb927.6.940	0	3.4.22.- (Cysteine endopeptidases.)	3.4.22.- (Cysteine endopeptidases.)	
Tb927.6.950	cysteinyl-tRNA synthetase, putative	protein coding gene	Tb927.6.950	0	6.1.1.16 (Cysteine--tRNA ligase)	6.1.1.16 (Cysteine--tRNA ligase);6.3.1.13 (L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranosideligase)	
Tb927.6.960	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	protein coding gene	Tb927.6.960	1	3.4.22.- (Cysteine endopeptidases.)	1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.4.22.- (Cysteine endopeptidases.);3.4.22.15 (Cathepsin L);3.4.22.41 (Cathepsin F);3.4.22.51 (Cruzipain)	
Tb927.6.970	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	protein coding gene	Tb927.6.970	1	3.4.22.- (Cysteine endopeptidases.)	1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.4.22.- (Cysteine endopeptidases.);3.4.22.15 (Cathepsin L);3.4.22.41 (Cathepsin F);3.4.22.51 (Cruzipain)	
Tb927.6.980	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	protein coding gene	Tb927.6.980	1	3.4.22.- (Cysteine endopeptidases.)	1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.4.22.- (Cysteine endopeptidases.);3.4.22.15 (Cathepsin L);3.4.22.41 (Cathepsin F);3.4.22.51 (Cruzipain)	
Tb927.6.990	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	protein coding gene	Tb927.6.990	1	3.4.22.- (Cysteine endopeptidases.)	1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.4.22.- (Cysteine endopeptidases.);3.4.22.15 (Cathepsin L);3.4.22.41 (Cathepsin F);3.4.22.51 (Cruzipain)	
Tb927.7.100	variant surface glycoprotein (VSG), putative (fragment)	protein coding gene	Tb927.7.100	0	N/A	N/A	
Tb927.7.1000	ATP-dependent DNA helicase-like PIF8	protein coding gene	Tb927.7.1000	0	N/A	N/A	
Tb927.7.1010	Mitoribosomal SSU assembly factor 30	protein coding gene	Tb927.7.1010	0	N/A	N/A	
Tb927.7.1020	hypothetical protein, conserved	protein coding gene	Tb927.7.1020	0	N/A	N/A	
Tb927.7.1030	heat shock 70 kDa protein, putative	protein coding gene	Tb927.7.1030	0	N/A	N/A	
Tb927.7.1040	40S ribosomal protein S16, putative	protein coding gene	Tb927.7.1040	0	N/A	N/A	
Tb927.7.1050	40S ribosomal protein S16, putative	protein coding gene	Tb927.7.1050	0	N/A	N/A	
Tb927.7.1060	ISWI complex protein	protein coding gene	Tb927.7.1060	0	N/A	N/A	
Tb927.7.1070	KREX1	protein coding gene	Tb927.7.1070	0	N/A	N/A	
Tb927.7.1080	hypothetical protein, conserved	protein coding gene	Tb927.7.1080	0	N/A	N/A	
Tb927.7.1090	DNA repair protein RAD5, putative	protein coding gene	Tb927.7.1090	0	N/A	N/A	
Tb927.7.110	variant surface glycoprotein, degenerate	pseudogene	Tb927.7.110	0	N/A	N/A	
Tb927.7.1100	hypothetical protein, conserved	protein coding gene	Tb927.7.1100	0	N/A	N/A	
Tb927.7.1110	asparagine synthetase a, putative	protein coding gene	Tb927.7.1110	0	6.3.1.1 (Aspartate--ammonia ligase)	6.3.1.1 (Aspartate--ammonia ligase)	
Tb927.7.1120	trypanothione/tryparedoxin dependent peroxidase 1, cytosolic	protein coding gene	Tb927.7.1120	0	1.11.1.9 (Glutathione peroxidase)	1.11.1.12 (Phospholipid-hydroperoxide glutathione peroxidase);1.11.1.15 (Transferred entry: 1.11.1.24);1.11.1.22 (Hydroperoxy fatty acid reductase);1.11.1.9 (Glutathione peroxidase)	
Tb927.7.1130	trypanothione/tryparedoxin dependent peroxidase 2	protein coding gene	Tb927.7.1130	0	1.11.1.9 (Glutathione peroxidase)	1.11.1.12 (Phospholipid-hydroperoxide glutathione peroxidase);1.11.1.15 (Transferred entry: 1.11.1.24);1.11.1.22 (Hydroperoxy fatty acid reductase);1.11.1.9 (Glutathione peroxidase)	
Tb927.7.1140	trypanothione/tryparedoxin dependent peroxidase 3	protein coding gene	Tb927.7.1140	0	1.11.1.9 (Glutathione peroxidase)	1.11.1.12 (Phospholipid-hydroperoxide glutathione peroxidase);1.11.1.15 (Transferred entry: 1.11.1.24);1.11.1.22 (Hydroperoxy fatty acid reductase);1.11.1.9 (Glutathione peroxidase)	
Tb927.7.1150	hypothetical protein, conserved	protein coding gene	Tb927.7.1150	0	N/A	N/A	
Tb927.7.1160	hypothetical protein, conserved	protein coding gene	Tb927.7.1160	0	N/A	N/A	
Tb927.7.1170	RNA-binding protein Y14	protein coding gene	Tb927.7.1170	0	N/A	N/A	
Tb927.7.1175	tRNA Glycine	ncRNA gene	Tb927.7.1175	N/A	N/A	N/A	
Tb927.7.1180	RNA-binding protein, putative	protein coding gene	Tb927.7.1180	0	N/A	N/A	
Tb927.7.1190	regulator of chromosome condensation, putative	protein coding gene	Tb927.7.1190	0	N/A	N/A	
Tb927.7.120	variant surface glycoprotein, degenerate	pseudogene	Tb927.7.120	0	N/A	N/A	
Tb927.7.1200	Protein of unknown function (DUF525), putative	protein coding gene	Tb927.7.1200	0	N/A	N/A	
Tb927.7.1210	regulator of chromosome condensation, putative	protein coding gene	Tb927.7.1210	0	N/A	N/A	
Tb927.7.1220	hypothetical protein, conserved	protein coding gene	Tb927.7.1220	0	N/A	N/A	
Tb927.7.1230	hypothetical protein, conserved	protein coding gene	Tb927.7.1230	0	N/A	N/A	
Tb927.7.1240	Sphingosine kinase	protein coding gene	Tb927.7.1240	0	2.7.1.91 (Sphingosine kinase)	2.7.1.91 (Sphingosine kinase)	
Tb927.7.1250	hypothetical protein, conserved	protein coding gene	Tb927.7.1250	0	N/A	N/A	
Tb927.7.1260	hypothetical protein, conserved	protein coding gene	Tb927.7.1260	1	N/A	N/A	
Tb927.7.1270	hypothetical protein, conserved	protein coding gene	Tb927.7.1270	0	N/A	N/A	
Tb927.7.1280	hypothetical protein, conserved	protein coding gene	Tb927.7.1280	1	N/A	N/A	
Tb927.7.1290	Protein of unknown function (DUF2012), putative	protein coding gene	Tb927.7.1290	1	N/A	N/A	
Tb927.7.130	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.7.130	0	N/A	N/A	
Tb927.7.1300	protein disulfide isomerase, putative	protein coding gene	Tb927.7.1300	0	5.3.4.1 (Protein disulfide-isomerase)	1.8.1.8 (Protein-disulfide reductase);2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase);4.1.2.14 (2-dehydro-3-deoxy-phosphogluconate aldolase);5.3.4.1 (Protein disulfide-isomerase)	
Tb927.7.1310	hypothetical protein, conserved	protein coding gene	Tb927.7.1310	0	N/A	N/A	
Tb927.7.1320	10 kDa heat shock protein, putative	protein coding gene	Tb927.7.1320	0	N/A	N/A	
Tb927.7.1330	hypothetical protein, conserved	protein coding gene	Tb927.7.1330	0	N/A	N/A	
Tb927.7.1340	10 kDa heat shock protein, putative	protein coding gene	Tb927.7.1340	0	N/A	N/A	
Tb927.7.1350	Pentatricopeptide repeat protein (PPR), putative	protein coding gene	Tb927.7.1350	1	N/A	N/A	
Tb927.7.1360	Paraflagellar rod (PFR) assembly factor 2	protein coding gene	Tb927.7.1360	0	N/A	N/A	
Tb927.7.1370	spliced leader RNA PSE-promoter transcription factor, putative	protein coding gene	Tb927.7.1370	0	N/A	N/A	
Tb927.7.1380	hypothetical protein, conserved	protein coding gene	Tb927.7.1380	0	N/A	N/A	
Tb927.7.1390	RNA-binding protein, putative	protein coding gene	Tb927.7.1390	0	N/A	N/A	
Tb927.7.140	variant surface glycoprotein, degenerate	pseudogene	Tb927.7.140	0	N/A	N/A	
Tb927.7.1400	Tripartite Attachment Complex Protein 60	protein coding gene	Tb927.7.1400	2	N/A	N/A	
Tb927.7.1410	hypothetical protein, conserved	protein coding gene	Tb927.7.1410	0	N/A	N/A	
Tb927.7.1420	hypothetical protein, conserved	protein coding gene	Tb927.7.1420	4	N/A	N/A	
Tb927.7.1430	leucine-rich repeat protein (LRRP), putative	protein coding gene	Tb927.7.1430	0	N/A	N/A	
Tb927.7.1440	non-canonical poly (A) polymerase	protein coding gene	Tb927.7.1440	0	N/A	N/A	
Tb927.7.1450	Conserved hypothetical ATP binding protein, putative	protein coding gene	Tb927.7.1450	0	N/A	N/A	
Tb927.7.1460	hypothetical protein, conserved	protein coding gene	Tb927.7.1460	0	N/A	N/A	
Tb927.7.1470	Mitochondrial ATP synthase subunit c-3	protein coding gene	Tb927.7.1470	2	3.6.3.14 (Transferred entry: 7.1.2.2)	3.6.3.14 (Transferred entry: 7.1.2.2)	
Tb927.7.1480	hypothetical protein, conserved	protein coding gene	Tb927.7.1480	1	N/A	N/A	
Tb927.7.1490	hypothetical protein, conserved	protein coding gene	Tb927.7.1490	1	N/A	N/A	
Tb927.7.150	variant surface glycoprotein, degenerate	pseudogene	Tb927.7.150	0	N/A	N/A	
Tb927.7.1500	Cytosolic Fe-S cluster assembly factor CFD1, putative	protein coding gene	Tb927.7.1500	0	N/A	2.7.10.2 (Non-specific protein-tyrosine kinase)	
Tb927.7.1510	pseudouridylate synthase I, putative	protein coding gene	Tb927.7.1510	0	4.2.1.70 (Pseudouridylate synthase)	4.2.1.70 (Pseudouridylate synthase);5.4.99.12 (tRNA pseudouridine(38-40) synthase)	
Tb927.7.1520	hypothetical protein, conserved	protein coding gene	Tb927.7.1520	0	N/A	N/A	
Tb927.7.1530	2OG-Fe(II) oxygenase superfamily, putative	protein coding gene	Tb927.7.1530	0	N/A	1.14.11.- (With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.);2.1.1.229 (tRNA (carboxymethyluridine(34)-5-O)-methyltransferase)	
Tb927.7.1540	Staphylococcal nuclease homologue, putative	protein coding gene	Tb927.7.1540	0	N/A	N/A	
Tb927.7.1550	KRET2	protein coding gene	Tb927.7.1550	1	N/A	2.7.7.52 (RNA uridylyltransferase)	
Tb927.7.1560	TPR repeat, putative	protein coding gene	Tb927.7.1560	0	N/A	N/A	
Tb927.7.1570	hypothetical protein, conserved	protein coding gene	Tb927.7.1570	0	N/A	N/A	
Tb927.7.1580	Vps52 / Sac2 family, putative	protein coding gene	Tb927.7.1580	0	N/A	N/A	
Tb927.7.1590	mitotic cyclin	protein coding gene	Tb927.7.1590	0	N/A	N/A	
Tb927.7.160	expression site-associated gene 2 (ESAG2), degenerate	pseudogene	Tb927.7.160	0	N/A	N/A	
Tb927.7.1600	C-1-tetrahydrofolate synthase, cytoplasmic, putative	protein coding gene	Tb927.7.1600	0	1.5.1.5 (Methylenetetrahydrofolate dehydrogenase (NADP(+)))	1.5.1.5 (Methylenetetrahydrofolate dehydrogenase (NADP(+)));3.5.4.9 (Methenyltetrahydrofolate cyclohydrolase);6.3.4.3 (Formate--tetrahydrofolate ligase)	
Tb927.7.1610	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative	protein coding gene	Tb927.7.1610	0	2.7.1.105 (6-phosphofructo-2-kinase);3.1.3.46 (Fructose-2,6-bisphosphate 2-phosphatase)	2.7.1.105 (6-phosphofructo-2-kinase);3.1.3.46 (Fructose-2,6-bisphosphate 2-phosphatase)	
Tb927.7.1620	Cleavage factor I 25 kDa subunit, putative	protein coding gene	Tb927.7.1620	0	N/A	N/A	
